MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,ElectoralDiv,FullBedrooms,OtherRooms,HouseNumber,NumSum,LotArea
X4628336,L9C3V7,618000,Single Family,"139 MOUNTBATTEN DR|Hamilton, Ontario L9C3V7",-79.8910407,43.224090000000004,House,2.0,4,,55 x 163.92 FT,HOMELIFE LANDMARK REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,139.0,4.0,9015.599999999999
30776647,N3T5L9,789900,Single Family,"282 Highway 54 .|Brantford, Ontario N3T5L9",-80.18352,43.122378999999995,House,3.0,3 + 1,1.0,1/2 - 1.99 acres,Sutton Team Realty Inc.,Brantford--Brant,3,1,282.0,3.0,86684.4
H4067418,L9C3T8,649899,Single Family,"257 ANNABELLE Street|Hamilton, Ontario L9C3T8",-79.89621700000002,43.214218,House,3.0,2 + 1,1.0,50.23 x 99.93|under 1/2 acre,Voortman Realty Inc.,Hamilton Mountain,2,1,257.0,5.0,21780.0
X4627076,L9K0H7,889000,Single Family,"8 MORRISON DR|Hamilton, Ontario L9K0H7",-79.9319261,43.2133271,House,3.0,4,2.0,40.03 x 99.02 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,8.0,8.0,3963.7706
H4067403,L9K0H7,889000,Single Family,"8 Morrison Drive|Ancaster, Ontario L9K0H7",-79.93180100000002,43.212684,House,3.0,4,2.0,40.03 x 99.02|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,8.0,8.0,21780.0
X4561908,L9A2S1,599900,Single Family,"121 JUNE ST|Hamilton, Ontario L9A2S1",-79.8779615,43.219332,House,2.0,3 + 2,1.0,43.5 x 92 FT,ROYAL STAR REALTY INC.,Hamilton Mountain,3,2,121.0,4.0,4002.0
30776443,L9C3R1,524900,Single Family,"643 WEST 5TH Street|Hamilton, Ontario L9C3R1",-79.890401,43.221534999999996,House,2.0,5 + 1,,under 1/2 acre,"RE/MAX Aboutowne Realty Corp., Brokerage",Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,5,1,643.0,4.0,21780.0
H4067137,L9G4W9,1199000,Single Family,"12 OLDOAKES Place|Ancaster, Ontario L9G4W9",-79.96161500000002,43.22190300000001,House,4.0,5 + 1,2.0,72.18 x 126.71|under 1/2 acre,Sutton Group Innovative Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,5,1,12.0,3.0,21780.0
X4625224,L9B1P9,874900,Single Family,"179 GRETI DR|Hamilton, Ontario L9B1P9",-79.8870474,43.1857021,House,3.0,4,2.0,39.37 x 114.86 FT,KELLER WILLIAMS EDGE REALTY,Flamborough--Glanbrook,4,0,179.0,8.0,4522.0382
30773431,N3T5M1,995900,Single Family,"36 Johnson Road|Brantford, Ontario N3T5M1",-80.204538,43.147401,House,3.0,5,2.0,1.38 ac|1/2 - 1.99 acres,Keller Williams Complete Realty Brokerage,Brantford--Brant,5,0,36.0,9.0,60112.799999999996
H4067025,L9B2Y6,519900,Single Family,"76 VENNIO Lane|Hamilton, Ontario L9B2Y6",-79.878571,43.207968,House,3.0,3 + 1,2.0,24.61 x 88.25|under 1/2 acre,Right At Home Realty Inc.,Hamilton Mountain,3,1,76.0,4.0,21780.0
H4067190,L9G3G9,2477000,Single Family,"798 HAIG Road|Ancaster, Ontario L9G3G9",-79.96494200000002,43.237061,House,5.0,4 + 1,2.0,100 x 120|under 1/2 acre,Colangelo Real Estate Limited,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,1,798.0,6.0,21780.0
X4623820,L9C3N9,579000,Single Family,"259 WEST 5TH ST|Hamilton, Ontario L9C3N9",-79.88321090000002,43.23690379999999,House,2.0,4 + 4,1.0,50 x 99 FT,ROYAL LEPAGE REALTY PLUS OAKVILLE,Hamilton Mountain,4,4,259.0,7.0,4950.0
X4623544,L9B2R5,719900,Single Family,"141 HAWKSWOOD TR|Hamilton, Ontario L9B2R5",-79.92488879999998,43.2052693,House,4.0,3 + 1,2.0,40.03 x 105.02 FT,ROYAL LEPAGE BURLOAK REAL ESTATE SERVICES,Flamborough--Glanbrook,3,1,141.0,6.0,4203.9506
30775908,L9C3N9,579000,Single Family,"259 West 5th Street|Hamilton, Ontario L9C3N9",-79.883297,43.237376,House,2.0,4 + 4,1.0,under 1/2 acre,"Royal LePage Realty Plus Oakville, Brokerage",Hamilton Mountain,4,4,259.0,7.0,21780.0
230101,L9G1K9,1595000,Single Family,"45 PARK LANE|Ancaster, Ontario L9G1K9",-79.985279,43.221713,House,5.0,4,2.0,0.54 ac|1/2 - 1 acre,"Chestnut Park Real Estate Limited, Brokerage",Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,45.0,9.0,23522.4
H4066944,L9G1N4,829900,Single Family,"117 WILSON Street W|Ancaster, Ontario L9G1N4",-79.992453,43.214841,House,3.0,5,2.0,60.5 x 125|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,5,0,117.0,9.0,21780.0
X4622703,L9C7N9,709800,Single Family,"35 HARBOTTLE CRT|Hamilton, Ontario L9C7N9",-79.8986511,43.214397399999996,House,3.0,3,2.0,45.05 x 108.27 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton Mountain,3,0,35.0,8.0,4877.563499999999
X4622630,L9G1J4,1699900,Single Family,"200 COLLEEN CRES|Hamilton, Ontario L9G1J4",-79.99807209999999,43.22437120000001,House,5.0,6,2.0,75 x 257.67 FT|1/2 - 1.99 acres,RE/MAX ESCARPMENT GOLFI REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,6,0,200.0,2.0,19325.25
X4622482,L9C3G8,499888,Single Family,"275 WEST 2ND ST|Hamilton, Ontario L9C3G8",-79.8808224,43.23504910000001,House,2.0,3 + 3,1.0,55 x 105.75 FT ; None,ROCK STAR REAL ESTATE INC.,Hamilton Mountain,3,3,275.0,5.0,5816.25
X4622398,L9G2A8,1599000,Single Family,"212 VALLEYVIEW DR|Hamilton, Ontario L9G2A8",-79.9999182,43.21026060000001,House,4.0,5,2.0,56.43 x 193.01 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,5,0,212.0,5.0,10891.5543
X4622345,L9G5C4,859900,Single Family,"341 SOUTHCOTE RD|Hamilton, Ontario L9G5C4",-79.95907679999998,43.212596999999995,House,3.0,3 + 0,1.0,49.9 x 110.8 FT,ROYAL LEPAGE STATE REALTY,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,341.0,8.0,5528.92
H4066841,L9C1J4,1699900,Single Family,"200 Colleen Crescent|Ancaster, Ontario L9C1J4",-79.99783599999998,43.224499,House,5.0,6,2.0,258.27 ft x 140.50 ft x 250.89 ft x 75.13 ft|1/2 - 1.99 acres,RE/MAX Escarpment Golfi Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,6,0,200.0,2.0,86684.4
H4067083,L9C7N9,709800,Single Family,"35 HARBOTTLE Court|Hamilton, Ontario L9C7N9",-79.898801,43.214264,House,3.0,3,2.0,45.05 x 108.27|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton Mountain,3,0,35.0,8.0,21780.0
H4067017,L9G5C4,859900,Single Family,"341 Southcote Road|Ancaster, Ontario L9G5C4",-79.959094,43.212635,House,3.0,3,1.0,49.87 x 110.82|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,341.0,8.0,21780.0
H4066965,L9G2A8,1599000,Single Family,"212 VALLEYVIEW Drive|Ancaster, Ontario L9G2A8",-79.999988,43.210236,House,4.0,5,2.0,56.43 x 193.01|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,5,0,212.0,5.0,21780.0
X4621703,L9K0C1,1199900,Single Family,"8 LOCKMAN DR|Hamilton, Ontario L9K0C1",-79.94514720000002,43.2113196,House,5.0,4,2.0,45 x 100 FT,ROYAL LEPAGE STATE REALTY,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,8.0,8.0,4500.0
X4621450,L9G2H5,639900,Single Family,"73 HATTON DR|Hamilton, Ontario L9G2H5",-79.98033149999998,43.207008200000004,House,2.0,3 + 1,1.0,75.1 x 115.69 FT,RE/MAX ESCARPMENT FRANK REALTY,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,73.0,1.0,8688.319
H4066641,L9K0C1,1199900,Single Family,"8 Lockman Drive|Ancaster, Ontario L9K0C1",-79.94540500000002,43.211264,House,5.0,4,2.0,45 x 100|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,8.0,8.0,21780.0
H4066873,L9G5E2,999900,Single Family,"32 Oldmill Road|Ancaster, Ontario L9G5E2",-80.004133,43.199954,House,3.0,4,2.0,52.49 x 112.86|under 1/2 acre,"St.Jean Realty Inc.,",Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,32.0,5.0,21780.0
H4066984,L9G1K3,949900,Single Family,"91 Jerseyville Road E|Ancaster, Ontario L9G1K3",-79.983611,43.220582,House,2.0,3,2.0,131 x 150.42|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,91.0,1.0,21780.0
H4066904,L9B1A8,719900,Single Family,"71 Stone Church Road E|Hamilton, Ontario L9B1A8",-79.886011,43.210621,House,4.0,3 + 1,2.0,40.03 x 151.86|under 1/2 acre,Keller Williams Complete Realty,Hamilton Mountain,3,1,71.0,8.0,21780.0
H4066974,L9G2H5,639900,Single Family,"73 HATTON Drive|Ancaster, Ontario L9G2H5",-79.98002,43.206773999999996,House,2.0,3 + 1,1.0,75.1 x 115.69|under 1/2 acre,RE/MAX Escarpment Frank Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,73.0,1.0,21780.0
X4620796,L9G2C5,1695000,Single Family,"500 WILSON ST E|Hamilton, Ontario L9G2C5",-79.9737214,43.231594,House,5.0,4 + 2,1.0,58.41 x 247.33 FT ; Narrows To Front (Four Sides Only),RE/MAX HALLMARK REALTY LTD.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,2,500.0,5.0,14446.5453
X4620681,L9A3S9,1299900,Single Family,"1388 UPPER WELLINGTON ST|Hamilton, Ontario L9A3S9",-79.87857640000001,43.2108307,House,4.0,5,2.0,88.39 x 495 FT|1/2 - 1.99 acres,RE/MAX ESCARPMENT REALTY INC.,Hamilton Mountain,5,0,1388.0,2.0,43753.05
H4066867,L9C3G8,499888,Single Family,"275 WEST 2ND Street|Hamilton, Ontario L9C3G8",-79.881047,43.23510200000001,House,2.0,3 + 3,1.0,55 x 105.75|under 1/2 acre,Rock Star Real Estate Inc.,Hamilton Mountain,3,3,275.0,5.0,21780.0
X4620568,L9K1M2,998888,Single Family,"84 SOUTHCREEK CRT|Hamilton, Ontario L9K1M2",-79.96003490000003,43.2157192,House,3.0,3 + 2,2.0,45.11 x 127.07 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,2,84.0,3.0,5732.1277
H4066909,L9A3S9,1299900,Single Family,"1388 UPPER WELLINGTON Street|Hamilton, Ontario L9A3S9",-79.878748,43.210931,House,4.0,5,2.0,88.39 x 495|1/2 - 1.99 acres,RE/MAX Escarpment Realty Inc.,Hamilton Mountain,5,0,1388.0,2.0,86684.4
H4066881,L9K1M2,998888,Single Family,"84 Southcreek Court|Ancaster, Ontario L9K1M2",-79.96001899999997,43.215723,House,4.0,3 + 2,2.0,45.11 x 127.07|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,2,84.0,3.0,21780.0
H4066736,L0R1R0,699950,Single Family,"731 ALBERTON Road S|Ancaster, Ontario L0R1R0",-80.0685,43.18141,House,2.0,3,1.5,198 x 220|1/2 - 1.99 acres,Com/Choice Realty,Flamborough--Glanbrook,3,0,731.0,2.0,86684.4
H4066730,L9G2C5,1695000,Single Family,"500 WILSON Street E|Ancaster, Ontario L9G2C5",-79.973743,43.231669000000004,House,5.0,4 + 2,1.0,58.4 x 247.33|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,2,500.0,5.0,21780.0
X4618926,L9G0E1,998000,Single Family,"23 DYMENT CRT|Hamilton, Ontario L9G0E1",-79.9661704,43.212685799999996,House,4.0,3 + 1,2.0,32 x 122.68 FT ; Irregular,RE/MAX CROSSROADS REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,23.0,5.0,3925.76
H4066592,L9K0H7,919900,Single Family,"26 DOUGHERTY Court|Ancaster, Ontario L9K0H7",-79.930695,43.212401,House,3.0,4,2.0,39.8 x 145.34|under 1/2 acre,LEADEX Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,26.0,8.0,21780.0
X4617275,L9G4Z5,799900,Single Family,"154 MORWICK DR|Hamilton, Ontario L9G4Z5",-80.0131863,43.2129696,House,4.0,4 + 0,2.0,49.21 x 107.91 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,154.0,1.0,5310.2510999999995
H4066648,L9G2A3,600000,Single Family,"143 CENTRAL Drive|Ancaster, Ontario L9G2A3",-79.99870200000002,43.212984999999996,House,2.0,2 + 1,1.5,64.67 x 182.5|under 1/2 acre,Sutton Group About Town Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,2,1,143.0,8.0,21780.0
H4066650,L9B0G8,788800,Single Family,"81 MEDICI Lane|Hamilton, Ontario L9B0G8",-79.920181,43.203648,House,4.0,4,2.0,33.14 x 98.67|under 1/2 acre,Sutton Group Innovative Realty Inc.,Flamborough--Glanbrook,4,0,81.0,9.0,21780.0
H4066277,L9G3K9,749900,Single Family,"496 SPRINGBROOK Avenue|Ancaster, Ontario L9G3K9",-79.945525,43.209472999999996,House,1.0,2,1.0,75 x 203.25|under 1/2 acre,LEADEX Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,2,0,496.0,1.0,21780.0
H4066284,L9G3K9,749900,Single Family,"490 SPRINGBROOK Avenue|Ancaster, Ontario L9G3K9",-79.945459,43.209302,House,1.0,3,1.5,75 x 202|under 1/2 acre,LEADEX Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,490.0,4.0,21780.0
H4066538,L9G4Z5,799900,Single Family,"154 Morwick Drive|Ancaster, Ontario L9G4Z5",-80.013235,43.213201,House,4.0,4,2.0,49.21 x 107.91|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,154.0,1.0,21780.0
X4616281,L9G0C1,1049000,Single Family,"48 GREGORIO CRT|Hamilton, Ontario L9G0C1",-79.96197190000002,43.210519299999994,House,4.0,4 + 1,2.0,49.21 x 100 FT,ROYAL LEPAGE STATE REALTY,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,1,48.0,3.0,4921.0
X4616209,L9G2R7,837500,Single Family,"412 ANNALEE DR|Hamilton, Ontario L9G2R7",-79.96536490000003,43.211617600000004,House,4.0,4,2.0,40.38 x 68.5 FT,SUTTON GROUP QUANTUM REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,412.0,7.0,2766.03
X4616418,L9A3B3,519900,Single Family,"36 PURDY CRES|Hamilton, Ontario L9A3B3",-79.8796676,43.2228155,House,2.0,3 + 1,1.0,46 x 104.63 FT,KELLER WILLIAMS COMPLETE REALTY,Hamilton Mountain,3,1,36.0,9.0,4812.98
H4066477,L9A3B3,519900,Single Family,"36 Purdy Crescent|Hamilton, Ontario L9A3B3",-79.879657,43.222769,House,2.0,3 + 1,,46 x 104.63|under 1/2 acre,Keller Williams Complete Realty,Hamilton Mountain,3,1,36.0,9.0,21780.0
30774189,L9G0E1,837500,Single Family,"412 ANNALEE Drive|Ancaster, Ontario L9G0E1",-79.965476,43.211622,House,4.0,4,2.0,under 1/2 acre,"Sutton Group Quantum Realty Inc., Brokerage",Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,412.0,7.0,21780.0
X4615090,N3S7V4,828890,Single Family,"LOT 40 PACE AVE|Brantford, Ontario N3S7V4",-80.2055732,43.151804999999996,House,4.0,4,2.0,42.83 x 110.83 FT,SPECTRUM REALTY SERVICES INC.,Brantford--Brant,4,0,,,4746.8489
X4615091,L9C6S8,627000,Single Family,"106 GREENCEDAR DR|Hamilton, Ontario L9C6S8",-79.9236645,43.22466710000001,House,2.0,3 + 1,1.0,46 x 100 FT,ICI SOURCE REAL ASSET SERVICES INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,106.0,7.0,4600.0
H4066491,L9G0C1,1049000,Single Family,"48 GREGORIO Court|Ancaster, Ontario L9G0C1",-79.961812,43.210460999999995,House,4.0,4 + 1,2.0,49.21 x 110|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,1,48.0,3.0,21780.0
X4614350,L9G2P9,674000,Single Family,"457 EVERGREEN AVE|Hamilton, Ontario L9G2P9",-79.9655853,43.2190924,House,2.0,3 + 1,1.0,75 x 100 FT,RE/MAX ABOUTOWNE REALTY CORP.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,457.0,7.0,7500.0
30772585,L9G2P9,674000,Single Family,"457 Evergreen Avenue|Ancaster, Ontario L9G2P9",-79.96554300000003,43.218942999999996,House,2.0,3 + 1,1.0,under 1/2 acre,"RE/MAX Aboutowne Realty Corp., Brokerage",Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,457.0,7.0,21780.0
H4066309,L0R1T0,449900,Single Family,"55 Lynden Road|Flamborough, Ontario L0R1T0",-80.145653,43.232372,House,1.0,3,1.5,112 x 132|under 1/2 acre,Royal LePage State Realty,Flamborough--Glanbrook,3,0,55.0,1.0,21780.0
X4612312,L9G4M4,819000,Single Family,"173 CHARTERHOUSE CRCT|Hamilton, Ontario L9G4M4",-79.9649298,43.2252492,House,4.0,4 + 1,2.0,60.82 x 111.78 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,1,173.0,2.0,6798.4596
H4066107,L9G2A9,834900,Single Family,"443 Hamilton Drive|Ancaster, Ontario L9G2A9",-80.000524,43.202596,House,2.0,2 + 2,1.0,80.17 x 485.03|1/2 - 1.99 acres,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,2,2,443.0,2.0,86684.4
X4610115,L9B1E3,679000,Single Family,"42 ALLISON CRES|Hamilton, Ontario L9B1E3",-79.89209040000001,43.1996976,House,1.0,3 + 1,1.0,100 x 158.05 FT,SUTTON GROUP QUANTUM REALTY INC.,Flamborough--Glanbrook,3,1,42.0,6.0,15805.000000000002
30771983,L9B1E3,679000,Single Family,"42 ALLISON Crescent|Hamilton, Ontario L9B1E3",-79.89206999999998,43.199689,House,1.0,3 + 1,1.0,under 1/2 acre,"Sutton Group Quantum Realty Inc., Brokerage",Flamborough--Glanbrook,3,1,42.0,6.0,21780.0
30772819,N3S0C8,729900,Single Family,"Lot 88 Street C Brantview Heights .|Brantford, Ontario N3S0C8",-80.208634,43.152228,House,3.0,4,2.0,under 1/2 acre,Re/Max Twin City Realty Inc.,Brantford--Brant,4,0,,,21780.0
H4065883,L9G2G8,719900,Single Family,"159 Calvin Street|Ancaster, Ontario L9G2G8",-79.976875,43.20880800000001,House,3.0,3,,100 x 133.25|under 1/2 acre,Keller Williams Complete Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,159.0,6.0,21780.0
H4065815,L0R1W0,1499999,Single Family,"3880 #6 Highway|Glanbrook, Ontario L0R1W0",-79.924018,43.136517,House,3.0,3 + 2,,326.65 x 877.5|5 - 9.99 acres,The Loft Realty Inc.,Flamborough--Glanbrook,3,2,3880.0,1.0,435164.4
30772500,L0R1R0,1900000,Single Family,"352 Sunnyridge Road|Ancaster, Ontario L0R1R0",-80.106105,43.194015,House,7.0,5 + 1,2.0,2 - 4.99 acres,Sutton Team Realty Inc.,Flamborough--Glanbrook,5,1,352.0,1.0,217364.40000000002
H4065725,L9B0G8,849900,Single Family,"77 MEDICI Lane|Hamilton, Ontario L9B0G8",-79.919128,43.203191,House,3.0,4,2.0,33.14 x 98.68|under 1/2 acre,One Percent Realty Ltd.,Flamborough--Glanbrook,4,0,77.0,5.0,21780.0
H4065916,L9B1L9,599999,Single Family,"120 SENECA Avenue|Hamilton, Ontario L9B1L9",-79.89121800000002,43.196690000000004,House,1.0,3,,75 x 200|1/2 - 1.99 acres,Ambitious Realty Advisors Inc.,Flamborough--Glanbrook,3,0,120.0,3.0,86684.4
30769556,N3S0A2,729900,Single Family,"Lot 78 Street A Street|Brantford, Ontario N3S0A2",-80.205479,43.152274,House,3.0,4,2.0,under 1/2 acre,"Century 21 Miller Real Estate Ltd., Brokerage",Brantford--Brant,4,0,,,21780.0
X4607721,N3T5L8,649000,Single Family,"438 LYNDEN RD|Brant, Ontario N3T5L8",-80.1939321,43.1812404,House,3.0,3 + 2,1.0,220 x 148 FT   ; .75  Acre Lot -With Huge Parking Area|1/2 - 1.99 acres,IPRO REALTY LTD.,Brantford--Brant,3,2,438.0,6.0,32560.0
30772006,L9B0B5,797100,Single Family,"12 SAN FELICE Lane|Hamilton, Ontario L9B0B5",-79.88299,43.201812,House,3.0,3 + 1,2.0,under 1/2 acre,"BOSLEY REAL ESTATE LTD.,BROKERAGE",Hamilton Mountain,3,1,12.0,3.0,21780.0
X4605661,L9G0G3,979900,Single Family,"24 CESAR PL|Hamilton, Ontario L9G0G3",-80.0136857398069,43.2025287616959,House,3.0,4,2.0,44 x 100 FT,RE/MAX ESCARPMENT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,24.0,6.0,4400.0
X4605334,L9C7J2,799900,Single Family,"39 GLENAYR ST|Hamilton, Ontario L9C7J2",-79.9152255,43.2218969,House,4.0,5 + 2,2.0,39.83 x 102.3 FT,RE/MAX REALTY ONE INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,5,2,39.0,3.0,4074.609
H4065527,L9K0K3,949990,Single Family,"407 Klein Circle|Ancaster, Ontario L9K0K3",-79.947813,43.213646999999995,House,3.0,4,2.0,45 x 110|under 1/2 acre,Cameron Stanley Brokerage Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,407.0,2.0,21780.0
H4065481,L9K1H7,849900,Single Family,"73 KITTY MURRAY Lane|Ancaster, Ontario L9K1H7",-79.952525,43.22286,House,2.0,4,2.0,59.6 x 116.57|under 1/2 acre,Royal LePage State Realty,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,73.0,1.0,21780.0
H4065522,L9K0K3,849900,Single Family,"194 Klein Circle|Ancaster, Ontario L9K0K3",-79.947813,43.213646999999995,House,3.0,4,2.0,40 x 101|under 1/2 acre,Cameron Stanley Brokerage Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,194.0,5.0,21780.0
X4601928,L9C2W3,619900,Single Family,"71 MORGAN RD|Hamilton, Ontario L9C2W3",-79.90960702665541,43.2260421141904,House,2.0,4 + 0,,50 x 100.27 FT|1/2 - 1.99 acres,REALTY NETWORK: 100 INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,71.0,8.0,5013.5
H4065294,L9C2W3,619900,Single Family,"71 MORGAN Road|Hamilton, Ontario L9C2W3",-79.909653,43.226058,House,2.0,3 + 1,,50 x 100.27|under 1/2 acre,Realty Network : 100 Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,71.0,8.0,21780.0
X4600670,L9G4B3,1499000,Single Family,"683 HIGHVALLEY RD|Hamilton, Ontario L9G4B3",-79.9585052,43.2326922,House,4.0,4,2.0,65.62 x 107.32 FT,ROYAL LEPAGE STATE REALTY,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,0,683.0,8.0,7042.3384
H4065230,L9G4M4,819000,Single Family,"173 CHARTERHOUSE Crescent|Ancaster, Ontario L9G4M4",-79.964924,43.225248,House,4.0,4 + 1,2.0,60.82 x 111.78|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,4,1,173.0,2.0,21780.0
X4598271,L9G1P7,699000,Single Family,"300 TAYLOR RD|Hamilton, Ontario L9G1P7",-80.0001952036728,43.213380478051796,House,3.0,3 + 2,1.0,79.99 x 121 FT,HOMELIFE/MIRACLE REALTY LTD,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,2,300.0,3.0,9678.789999999999
30744739,L9C1Y3,549000,Single Family,"39 SANATORIUM Road|Hamilton, Ontario L9C1Y3",-79.893183,43.231676,House,2.0,3 + 1,1.0,under 1/2 acre,"ROYAL LEPAGE CROWN REALTY SERVICES, BROKERAGE",Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,1,39.0,3.0,21780.0
X4595663,L9C3Z4,594900,Single Family,"11 GENEVA DR|Hamilton, Ontario L9C3Z4",-79.89187170000002,43.2369263,House,2.0,3,,62.7 x 110 FT,RE/MAX ESCARPMENT WOOLCOTT REALTY INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,11.0,2.0,6897.0
X4595396,,859660,Single Family,"166 IRWIN AVE|Hamilton, Ontario",-79.94189859999999,43.2125844,House,3.0,3,2.0,35.99 x 109.8 FT,RE/MAX REALTY SERVICES INC.,Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas,3,0,166.0,4.0,3951.702
H4064854,L9A3S9,1199000,Single Family,"1364 Upper Wellington Street|Hamilton, Ontario L9A3S9",-79.878401,43.211669,House,5.0,5 + 1,2.0,44 x 166|under 1/2 acre,RE/MAX Escarpment Realty Inc.,Hamilton Mountain,5,1,1364.0,5.0,21780.0
30755804,N3S7V4,699900,Single Family,"5 Pace Avenue|Brantford, Ontario N3S7V4",-80.208883,43.15198,House,3.0,2 + 3,1.0,under 1/2 acre,Century 21 Professional Group Inc.,Brantford--Brant,2,3,5.0,5.0,21780.0
