MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,FullBedrooms,OtherRooms,LotArea,ElectoralDiv
W4555658,L6V3P8,779900.0,Single Family,"460 HANSEN RD N|Brampton, Ontario L6V3P8",-79.7609236,43.712344200000004,House,4.0,3 + 1,2.0,28.63 x 102.59 FT,RIGHT AT HOME REALTY INC.,3.0,1,2937.1517,Brampton Centre / Brampton-Centre
W4555202,L7A1Z9,724900.0,Single Family,"26 UNSWORTH ST|Brampton, Ontario L7A1Z9",-79.819716,43.6783083,House,3.0,3,2.0,36.09 x 83.33 FT,RIGHT AT HOME REALTY INC.,3.0,0,3007.3797000000004,Brampton West / Brampton-Ouest
W4554770,L6X0S7,749900.0,Single Family,"51 FLURRY CIRC|Brampton, Ontario L6X0S7",-79.8044809,43.6688183,House,4.0,4 + 1,2.0,27.56 x 88.58 FT,HOMELIFE SUPERSTARS REAL ESTATE LIMITED,4.0,1,2441.2648,Brampton West / Brampton-Ouest
W4554637,L6X2N3,589000.0,Single Family,"18 HARMSWORTH AVE|Brampton, Ontario L6X2N3",-79.7731663,43.6881974,House,2.0,3 + 2,1.0,30.27 x 111.49 FT,REALTY EXECUTIVES PLUS LTD,3.0,2,3374.8023,Brampton South / Brampton-Sud
W4554632,L7A0H2,1399800.0,Single Family,"1285 MAYFIELD RD|Brampton, Ontario L7A0H2",-79.86083459999998,43.7001562,House,2.0,3 + 2,1.0,150 x 292 FT,RE/MAX REALTY SERVICES INC.,3.0,2,43800.0,Brampton West / Brampton-Ouest
W4554388,L7A3X4,749000.0,Single Family,"153 SUGARHILL DR|Brampton, Ontario L7A3X4",-79.8399853,43.69701129999999,House,4.0,4 + 1,2.0,30 x 86.38 FT,HOMELIFE SILVERCITY REALTY INC.,4.0,1,2591.4,Brampton West / Brampton-Ouest
W4554368,L6X4M6,699000.0,Single Family,"12 TRAILRIDGE DR|Brampton, Ontario L6X4M6",-79.785521,43.6928115,House,3.0,3 + 1,2.0,39.37 x 99.41 FT ; Irregulat Lot,HOMELIFE PARADISE REALTY INC.,3.0,1,3913.7717,Brampton West / Brampton-Ouest
W4554162,L7A4E9,735000.0,Single Family,"130 VANHORNE CLSE|Brampton, Ontario L7A4E9",-79.83835129999999,43.68985120000001,House,3.0,3,2.0,30.02 x 88.58 FT,KELLER WILLIAMS REAL ESTATE ASSOCIATES,3.0,0,2659.1716,Brampton West / Brampton-Ouest
W4553748,L7A2B7,699900.0,Single Family,"31 HEARTLEAF CRES|Brampton, Ontario L7A2B7",-79.82076020000002,43.69697,House,3.0,3,2.0,30.02 x 85.3 FT,RE/MAX REAL ESTATE CENTRE INC.,3.0,0,2560.706,Brampton West / Brampton-Ouest
W4553522,L6X1V1,525900.0,Single Family,"71 PARK ST|Brampton, Ontario L6X1V1",-79.76812729999997,43.685494399999996,House,4.0,3,2.0,7.4 x 31.92 M,HOMELINK REALTY LTD.,3.0,0,236.20800000000003,Brampton South / Brampton-Sud
W4553458,L6X1V1,499900.0,Single Family,"73 PARK ST|Brampton, Ontario L6X1V1",-79.76812729999997,43.685494399999996,House,4.0,3,2.0,7.3 x 28.3 M,HOMELINK REALTY LTD.,3.0,0,206.59,Brampton South / Brampton-Sud
W4553063,L6Y4T6,909000.0,Single Family,"4 DRINKWATER RD|Brampton, Ontario L6Y4T6",-79.767433,43.6569153,House,4.0,4 + 2,2.0,39.37 x 114.83 FT,HOMELIFE/DIAMONDS REALTY INC.,4.0,2,4520.857099999998,Brampton South / Brampton-Sud
W4552337,L6Y1E8,885000.0,Single Family,"121 HAROLD ST|Brampton, Ontario L6Y1E8",-79.7586067,43.6728291,House,2.0,3 + 1,1.0,50.1 x 128.96 FT,RE/MAX REALTY SERVICES INC.,3.0,1,6460.896000000002,Brampton South / Brampton-Sud
W4550930,L6X4S8,665000.0,Single Family,"118 TILLER TR|Brampton, Ontario L6X4S8",-79.79810400000002,43.684791,House,3.0,4,2.0,25 x 142 FT ; Pie Shaped Huge Backyard,SUTTON GROUP REALTY SYSTEMS INC.,4.0,0,3550.0,Brampton West / Brampton-Ouest
W4550435,L6V2V6,678900.0,Single Family,"18 MERTON RD|Brampton, Ontario L6V2V6",-79.7633156,43.70237589999999,House,3.0,3 + 1,2.0,25.71 x 119.27 FT,RE/MAX PREMIER INC.,3.0,1,3066.4317,Brampton Centre / Brampton-Centre
W4550222,L7A0Y8,915000.0,Single Family,"16 GILTSPUR RD|Brampton, Ontario L7A0Y8",-79.8415125418869,43.689025808402796,House,4.0,4 + 1,2.0,39 x 96 FT,REALTY TORONTO INC.,4.0,1,3744.0,Brampton West / Brampton-Ouest
W4549996,L6S2R6,849000.0,Single Family,"65 LORRAINE CRES|Brampton, Ontario L6S2R6",-79.7399844,43.711133399999994,House,4.0,3 + 3,1.0,46 x 115 FT,HOMELIFE/MIRACLE REALTY LTD,3.0,3,5290.0,Brampton Centre / Brampton-Centre
W4549967,L6X0W6,1200000.0,Single Family,"27 ISLAND GRVE|Brampton, Ontario L6X0W6",-79.800628,43.6584563,House,6.0,4 + 1,2.0,40.09 x 106.02 FT,RE/MAX REAL ESTATE CENTRE INC.,4.0,1,4250.3418,Brampton West / Brampton-Ouest
W4549841,L7A3G7,1070000.0,Single Family,"13 HUMBOLT CRES N|Brampton, Ontario L7A3G7",-79.833329,43.68987429999999,House,4.0,4 + 2,2.0,70 x 90 FT,HOMELIFE SUPERSTARS REAL ESTATE LIMITED,4.0,2,6300.0,Brampton West / Brampton-Ouest
W4549789,L6X2X6,1799000.0,Single Family,"41 ELBERN MARKELL DR|Brampton, Ontario L6X2X6",-79.8007701,43.6538987,House,5.0,4 + 1,2.0,60.76 x 111.7 FT ; 60.56 X 109.38 X 52.11 X 8.7 X 111.70 Ft,SAM MCDADI REAL ESTATE INC.,4.0,1,6786.892,Brampton West / Brampton-Ouest
W4548952,L7A4M6,1149000.0,Single Family,"1 PELLEGRINO RD|Brampton, Ontario L7A4M6",-79.8498282,43.686901299999995,House,4.0,5,2.0,63.75 x 90.33 FT,HOMELIFE/MIRACLE REALTY LTD,5.0,0,5758.5374999999985,Brampton West / Brampton-Ouest
W4548846,L7A2V9,684990.0,Single Family,"11 MADRONNA GDNS|Brampton, Ontario L7A2V9",-79.8230428,43.701038399999995,House,3.0,3 + 1,2.0,30 x 85 FT,RE/MAX REALTY SPECIALISTS INC.,3.0,1,2550.0,Brampton West / Brampton-Ouest
W4548543,L6X4K2,674900.0,Single Family,"67 CEDARWOOD CRES|Brampton, Ontario L6X4K2",-79.794235,43.695434999999996,House,3.0,3 + 1,2.0,39.25 x 98.43 FT,RE/MAX REAL ESTATE CENTRE INC.,3.0,1,3863.3775,Brampton West / Brampton-Ouest
W4548403,L6X4Z7,650000.0,Single Family,"64 WILMONT ST|Brampton, Ontario L6X4Z7",-79.8124235,43.678002899999996,House,3.0,3,2.0,22.51 x 100 FT,HOMELIFE/MIRACLE REALTY LTD,3.0,0,2251.0,Brampton West / Brampton-Ouest
W4548162,L6Y1B4,749900.0,Single Family,"21 PARKEND AVE|Brampton, Ontario L6Y1B4",-79.7513566,43.6681136,House,2.0,4,,62.42 x 136.5 FT ; Irregular Shaped-64.72 Ftx118. 89 Feet,CENTURY 21 MILLENNIUM INC.,4.0,0,8520.33,Brampton South / Brampton-Sud
W4547420,L6X0R3,734990.0,Single Family,"12 PORTRUSH TR|Brampton, Ontario L6X0R3",-79.8206325,43.6721594,House,4.0,4,2.0,22.47 x 100.07 FT,IPRO REALTY LTD.,4.0,0,2248.5729,Brampton West / Brampton-Ouest
30758460,L6Y0G8,780000.0,Single Family,"62 Cranwood Circle|Brampton, Ontario L6Y0G8",-79.781265,43.654617,House,3.0,4,2.0,under 1/2 acre,RE/MAX TWIN CITY REALTY INC.,4.0,0,21780.0,Brampton South / Brampton-Sud
W4546176,L7A2Z7,609000.0,Single Family,"119 SEWELLS LANE|Brampton, Ontario L7A2Z7",-79.8299708,43.699008299999996,House,3.0,3,2.0,26.02 x 85.3 FT,RE/MAX REAL ESTATE CENTRE INC.,3.0,0,2219.506,Brampton West / Brampton-Ouest
W4545702,L6Y2S3,829000.0,Single Family,"7 ARON DR|Brampton, Ontario L6Y2S3",-79.751221,43.660265,House,4.0,4 + 2,2.0,38.32 x 111.55 FT,RE/MAX ABOUTOWNE REALTY CORP.,4.0,2,4274.596,Brampton South / Brampton-Sud
W4545602,L7A5A8,1039900.0,Single Family,"21 CABOOSE ST|Brampton, Ontario L7A5A8",-79.8422823,43.7065407,House,4.0,4,2.0,38 x 90 FT ; Lot 42,HOMELIFE SILVERCITY REALTY INC.,4.0,0,3420.0,Brampton West / Brampton-Ouest
W4545458,L6W2Y4,619900.0,Single Family,"4 STERNE AVE|Brampton, Ontario L6W2Y4",-79.7438212,43.684193900000004,House,2.0,3,1.0,50 x 117 FT,CENTURY 21 GREEN REALTY INC.,3.0,0,5850.0,Brampton South / Brampton-Sud
W4545477,L6W1V3,699900.0,Single Family,"44 ARDGLEN DR|Brampton, Ontario L6W1V3",-79.74558490000003,43.6891486,House,3.0,3 + 2,1.0,31.6 x 94 FT,CENTURY 21 RED STAR REALTY INC.,3.0,2,2970.4,Brampton South / Brampton-Sud
W4545166,L6W2M8,749000.0,Single Family,"464 BARTLEY BULL PKWY|Brampton, Ontario L6W2M8",-79.7300192,43.671154200000004,House,2.0,4,,50 x 110 FT,IPRO REALTY LTD.,4.0,0,5500.0,Brampton South / Brampton-Sud
W4544673,L6Z0C9,1010000.0,Single Family,"82 MONKTON CIRC|Brampton, Ontario L6Z0C9",-79.7843199,43.661650099999996,House,4.0,4,2.0,38.06 x 91.01 FT,ROYAL LEPAGE REAL ESTATE SERVICES REGAN REAL ESTATE,4.0,0,3463.8406000000004,Brampton South / Brampton-Sud
30752027,L6Y1M7,999500.0,Single Family,"269 QUEEN Street W|Brampton, Ontario L6Y1M7",-79.76867,43.677513,House,0.0,1,1.5,under 1/2 acre,RE/MAX REALTY SPECIALISTS INC.,1.0,0,21780.0,Brampton South / Brampton-Sud
W4543571,L6V2R3,839900.0,Single Family,"281 CENTRE ST N|Brampton, Ontario L6V2R3",-79.76905359999998,43.7004842,House,4.0,3 + 3,,55.24 x 116.16 FT ; Large Lot,RE/MAX REALTY SERVICES INC.,3.0,3,6416.6784,Brampton Centre / Brampton-Centre
W4542802,L6X0W8,1369900.0,Single Family,"3 INTRIGUE TR|Brampton, Ontario L6X0W8",-79.7974973,43.659863,House,4.0,5 + 1,2.0,47 x 115.22 FT ; As Per Survey- 60.98 Ft At The Back,HOMELIFE SUPERSTARS REAL ESTATE LIMITED,5.0,1,5415.34,Brampton West / Brampton-Ouest
W4542642,L6X4R7,785000.0,Single Family,"3 FLETCHERS CREEK BLVD|Brampton, Ontario L6X4R7",-79.79130129999999,43.6849525,House,3.0,2 + 1,1.0,40.3 x 109.9 FT,INTERCITY REALTY INC.,2.0,1,4428.97,Brampton West / Brampton-Ouest
W4542273,L6X0W8,1429900.0,Single Family,"4 INTRIGUE TR|Brampton, Ontario L6X0W8",-79.79695,43.6596839,House,5.0,5 + 1,2.0,51.31 x 105 FT ; Ravine Lot W/ Walk-Out Basement,RE/MAX REAL ESTATE CENTRE INC.,5.0,1,5387.55,Brampton West / Brampton-Ouest
W4541403,L6Y1R1,929900.0,Single Family,"72 ELIZABETH ST S|Brampton, Ontario L6Y1R1",-79.75712829999998,43.6814934,House,3.0,4,3.0,45 x 130 FT,PURPLEBRICKS,4.0,0,5850.0,Brampton South / Brampton-Sud
W4541797,L6V2W1,754900.0,Single Family,"65 ABELL DR|Brampton, Ontario L6V2W1",-79.7633196,43.7089365,House,3.0,3 + 1,1.0,57.28 x 100 FT,IPRO REALTY LTD.,3.0,1,5728.0,Brampton Centre / Brampton-Centre
W4541257,L6W1W9,649800.0,Single Family,"3 GLEN EAGLE CRES|Brampton, Ontario L6W1W9",-79.75683259999998,43.68488710000001,House,2.0,2 + 1,1.0,38.81 x 120.3 FT ; Pie Shaped Lot,RE/MAX REALTY SERVICES INC.,2.0,1,4668.843,Brampton South / Brampton-Sud
W4541114,L7A3G2,659900.0,Single Family,"29 LOCKHEED CRES|Brampton, Ontario L7A3G2",-79.83217619999998,43.686881799999995,House,2.0,3 + 1,2.0,26 x 92 FT ; Fronts Onto Open Fields.,RE/MAX REAL ESTATE CENTRE INC.,3.0,1,2392.0,Brampton West / Brampton-Ouest
W4540975,L6V4E4,735900.0,Single Family,"18 ALABASTER DR|Brampton, Ontario L6V4E4",-79.775711,43.712943599999996,House,3.0,3,2.0,30.02 x 100.06 FT,CENTURION REAL ESTATE INC.,3.0,0,3003.8012,Brampton Centre / Brampton-Centre
W4539309,L6S2R6,729900.0,Single Family,"39 LORRAINE CRES|Brampton, Ontario L6S2R6",-79.7416305,43.7097939,House,2.0,3 + 1,2.0,42.47 x 120 FT,RE/MAX REALTY SERVICES INC.,3.0,1,5096.4,Brampton Centre / Brampton-Centre
W4539435,L6Y5H3,2060000.0,Single Family,"37 CLASSIC DR|Brampton, Ontario L6Y5H3",-79.7893308,43.653174,House,5.0,4 + 1,2.0,89.69 x 142.42 FT ; Circular Drive,HOMELIFE SILVERCITY REALTY INC.,4.0,1,12773.6498,Brampton South / Brampton-Sud
W4538900,L7A0P2,799000.0,Single Family,"56 TRAVIS CRES|Brampton, Ontario L7A0P2",-79.82917640000002,43.6849419,House,4.0,4 + 1,2.0,27.56 x 124.11 FT,HOMELIFE/RESPONSE REALTY INC.,4.0,1,3420.4716,Brampton West / Brampton-Ouest
W4537132,L7A1Z5,759999.0,Single Family,"32 POPLAR PLAINS RD|Brampton, Ontario L7A1Z5",-79.8122848,43.701787700000004,House,3.0,3 + 1,2.0,41.01 x 88.25 FT ; ** Bonus ** Bonus,SAVE MAX FIRST CHOICE REAL ESTATE INC.,3.0,1,3619.1325,Brampton West / Brampton-Ouest
W4537058,L7A4G2,864999.0,Single Family,"90 LEADENHALL RD|Brampton, Ontario L7A4G2",-79.8466948,43.6916912,House,3.0,4,2.0,37.07 x 89.04 FT,RE/MAX COMMUNITY REALTY INC.,4.0,0,3300.7128,Brampton West / Brampton-Ouest
W4536623,L6Y2E3,1079900.0,Single Family,"44 GEORGE ROBINSON DR|Brampton, Ontario L6Y2E3",-79.7870862,43.6571372,House,4.0,4,2.0,44.95 x 88.58 FT ; Co-Op ** Bonus **,SAVE MAX FIRST CHOICE REAL ESTATE INC.,4.0,0,3981.671,Brampton South / Brampton-Sud
W4536425,L6Y1G9,574900.0,Single Family,"83 FREDERICK ST|Brampton, Ontario L6Y1G9",-79.75832199999998,43.676752799999996,House,1.0,2,1.0,40 x 120 FT,RE/MAX REALTY ONE INC.,2.0,0,4800.0,Brampton South / Brampton-Sud
W4536170,L6X4T4,799900.0,Single Family,"45 WHITEWASH WAY|Brampton, Ontario L6X4T4",-79.801589,43.685468,House,3.0,4,2.0,56.2 x 82.68 FT ; Irregular Front & Sides,HOMELIFE SILVERCITY REALTY INC.,4.0,0,4646.616000000001,Brampton West / Brampton-Ouest
W4535972,L6X4K6,689900.0,Single Family,"10 BANNER RD|Brampton, Ontario L6X4K6",-79.79156409999999,43.697358799999996,House,3.0,3,2.0,28.07 x 101.71 FT ; (35.67 At Rear),RE/MAX REALTY SERVICES INC.,3.0,0,2854.9997,Brampton West / Brampton-Ouest
W4535969,L7A4A5,1114900.0,Single Family,"106 GOODSWAY TR|Brampton, Ontario L7A4A5",-79.8413626,43.6785788,House,5.0,4 + 2,2.0,40.98 x 90.22 FT,RESOURCE REALTY,4.0,2,3697.2156,Brampton West / Brampton-Ouest
W4535951,L6X0V4,1599900.0,Single Family,"139 ROYAL WEST DR|Brampton, Ontario L6X0V4",-79.8105227,43.6576755,House,5.0,4 + 3,2.0,59 x 144.31 FT ; Msrmt As Per Geowarehouse,RE/MAX REAL ESTATE CENTRE INC.,4.0,3,8514.29,Brampton West / Brampton-Ouest
W4535834,L6Y2T3,1230000.0,Single Family,"8 PARAMOUNT PL|Brampton, Ontario L6Y2T3",-79.7557812,43.6603158,House,4.0,4,2.0,25.51 x 150.52 FT,PURPLEBRICKS,4.0,0,3839.7652,Brampton South / Brampton-Sud
W4535301,L6X2L1,719999.0,Single Family,"32 WELBECK DR|Brampton, Ontario L6X2L1",-79.7862654,43.679716,House,2.0,4 + 1,,53.5 x 101 FT,HOMELIFE MAPLE LEAF REALTY LTD.,4.0,1,5403.5,Brampton West / Brampton-Ouest
W4534921,L6X0S1,984900.0,Single Family,"9 OWENS RD|Brampton, Ontario L6X0S1",-79.7998625,43.6687135,House,4.0,4 + 2,2.0,39.37 x 88.58 FT,RE/MAX REAL ESTATE CENTRE INC.,4.0,2,3487.3946,Brampton West / Brampton-Ouest
W4503197,L6W1A5,1050000.0,Single Family,"26 GOLF VIEW DR|Brampton, Ontario L6W1A5",-79.729906,43.67046,House,5.0,4 + 2,,55.14 x 155.71 FT,RE/MAX REAL ESTATE CENTRE INC.,4.0,2,8585.849400000001,Brampton South / Brampton-Sud
W4531897,L6X2P6,595900.0,Single Family,"86 ENGLISH ST|Brampton, Ontario L6X2P6",-79.7765322,43.68995379999999,House,3.0,3 + 1,,32.5 x 100 FT,SUTTON GROUP - SUMMIT REALTY INC.,3.0,1,3250.0,Brampton South / Brampton-Sud
W4531263,L6X0T4,899900.0,Single Family,"17 DUXFORD ST|Brampton, Ontario L6X0T4",-79.8038132,43.6702574,House,5.0,4 + 1,2.0,36.68 x 95.95 FT,SAVE MAX REAL ESTATE INC.,4.0,1,3519.446,Brampton West / Brampton-Ouest
W4531047,L6Y5Z1,1097000.0,Single Family,"163 BONNIE BRAES DR|Brampton, Ontario L6Y5Z1",-79.7755881,43.6600409,House,4.0,4,2.0,38.06 x 90.22 FT,SAVE MAX ELITE REAL ESTATE INC.,4.0,0,3433.7732,Brampton South / Brampton-Sud
W4530830,L7A4R6,1249000.0,Single Family,"5 ROULETTE CRES|Brampton, Ontario L7A4R6",-79.8497844,43.70324760000001,House,4.0,5,3.0,40.75 x 118.77 FT,HOMELIFE MAPLE LEAF REALTY LTD.,5.0,0,4839.8775,Brampton West / Brampton-Ouest
W4530731,L6Y4S6,745000.0,Single Family,"19 HOOD CRES|Brampton, Ontario L6Y4S6",-79.7653415,43.6607425,House,3.0,3,2.0,27.89 x 98.75 FT,ROYAL STAR REALTY INC.,3.0,0,2754.1375000000007,Brampton South / Brampton-Sud
W4529640,L6W4C1,849900.0,Single Family,"114 BLACKMERE CIRC|Brampton, Ontario L6W4C1",-79.7152947,43.6596956,House,4.0,4 + 2,2.0,42.91 x 100.23 FT ; As Per Survey (Wider At Back),RE/MAX WEST REALTY INC.,4.0,2,4300.8692999999985,Brampton Centre / Brampton-Centre
W4529498,L7A3T8,829900.0,Single Family,"7 JOYWILL CRT|Brampton, Ontario L7A3T8",-79.83747029999998,43.702636299999995,House,4.0,4 + 2,2.0,36.09 x 82.02 FT,RE/MAX GOLD REALTY INC.,4.0,2,2960.1018,Brampton West / Brampton-Ouest
W4526151,L7A4L8,1389000.0,Single Family,"316 BUICK BLVD|Brampton, Ontario L7A4L8",-79.8503095,43.682976399999994,House,6.0,5 + 3,2.0,45 x 90 FT,ROYAL LEPAGE FLOWER CITY REALTY,5.0,3,4050.0,Brampton West / Brampton-Ouest
W4525531,L7A2Y1,829000.0,Single Family,"38 DEFOREST DR|Brampton, Ontario L7A2Y1",-79.8183152,43.703542799999994,House,3.0,3,2.0,41.01 x 85.3 FT,HOMELIFE MAPLE LEAF REALTY LTD.,3.0,0,3498.153,Brampton West / Brampton-Ouest
W4525406,L7A0G4,1244900.0,Single Family,"168 THORNBUSH BLVD|Brampton, Ontario L7A0G4",-79.84912800000002,43.7030777,House,5.0,5,3.0,45.7 FT,RE/MAX REALTY SPECIALISTS INC.,5.0,0,,Brampton West / Brampton-Ouest
W4523768,L7A0J4,729900.0,Single Family,"63 HOLLINGSWORTH CIRC|Brampton, Ontario L7A0J4",-79.8415571,43.69379960000001,House,3.0,4,2.0,28.15 x 85.3 FT,HOMELIFE SUPERSTARS REAL ESTATE LIMITED,4.0,0,2401.195,Brampton West / Brampton-Ouest
W4523458,L6Y1X9,485000.0,Single Family,"4 MCMURCHY AVE S|Brampton, Ontario L6Y1X9",-79.7645969,43.680702600000004,House,3.0,3,2.0,40 x 78 FT,KELLER WILLIAMS REFERRED REALTY,3.0,0,3120.0,Brampton South / Brampton-Sud
W4522417,L7A4X9,1329000.0,Single Family,"21 HAWTREY RD|Brampton, Ontario L7A4X9",-79.7173808,43.682042700000004,House,5.0,5,2.0,46.26 x 93.7 FT,IPRO REALTY LTD.,5.0,0,4334.562,Brampton Centre / Brampton-Centre
W4521079,L6X5H1,1099999.0,Single Family,"106 SPEEDWELL ST|Brampton, Ontario L6X5H1",-79.7953542,43.6682756,House,4.0,4 + 3,2.0,36 x 124 FT,RE/MAX REALTY SERVICES INC.,4.0,3,4464.0,Brampton West / Brampton-Ouest
W4518257,L6W3Y9,929900.0,Single Family,"47 MOSSBANK DR|Brampton, Ontario L6W3Y9",-79.722601,43.665539,House,3.0,4,2.0,41.21 x 114.4 FT,RE/MAX WEST REALTY INC.,4.0,0,4714.424,Brampton Centre / Brampton-Centre
W4517149,L6X4X6,723000.0,Single Family,"35 WHITEFACE CRES|Brampton, Ontario L6X4X6",-79.80683499999998,43.6795324,House,3.0,4 + 1,2.0,22.47 x 112.04 FT,ROYAL LEPAGE SIGNATURE REALTY,4.0,1,2517.5388,Brampton West / Brampton-Ouest
W4516221,L6V2G6,659900.0,Single Family,"128 HANSEN RD|Brampton, Ontario L6V2G6",-79.7536959,43.7030032,House,3.0,4 + 2,2.0,29 x 100 FT,IPRO REALTY LTD.,4.0,2,2900.0,Brampton Centre / Brampton-Centre
W4514216,L6Y1M7,999500.0,Single Family,"269 QUEEN ST W|Brampton, Ontario L6Y1M7",-79.7682981,43.67794,House,1.0,2,1.5,52 x 168 FT,RE/MAX REALTY SPECIALISTS INC.,2.0,0,8736.0,Brampton South / Brampton-Sud
W4513985,L6X2H9,664900.0,Single Family,"15 FAIRFIELD AVE E|Brampton, Ontario L6X2H9",-79.78039720000002,43.6801148,House,2.0,3,,53 x 100 FT,RE/MAX GOLD REALTY INC.,3.0,0,5300.0,Brampton West / Brampton-Ouest
W4513588,L6X1S8,729000.0,Single Family,"52 MILL ST N|Brampton, Ontario L6X1S8",-79.765789,43.685967,House,2.0,3,2.5,54 x 90 FT,ROYAL LEPAGE SIGNATURE REALTY,3.0,0,4860.0,Brampton South / Brampton-Sud
W4512713,L7A0Y2,814999.0,Single Family,"151 VANHORNE CLSE E|Brampton, Ontario L7A0Y2",-79.8397034,43.6892641,House,3.0,4,2.0,30.02 x 89.7 FT,CENTURY 21 BEST SELLERS LTD.,4.0,0,2692.7940000000003,Brampton West / Brampton-Ouest
W4510846,L7A3H8,1070000.0,Single Family,"156 LUELLA CRES|Brampton, Ontario L7A3H8",-79.827118,43.686865999999995,House,5.0,4 + 3,2.0,37.07 x 121.13 FT,PURPLEBRICKS,4.0,3,4490.2891,Brampton West / Brampton-Ouest
W4510506,L7A3C5,999999.0,Single Family,"5 CHEVROLET DR|Brampton, Ontario L7A3C5",-79.8347296,43.694041,House,4.0,4,2.0,46.6 x 104.99 FT,HOMELIFE/MIRACLE REALTY LTD,4.0,0,4892.534000000001,Brampton West / Brampton-Ouest
W4509585,L7A1Z6,749900.0,Single Family,"13 HEATHWOOD DR|Brampton, Ontario L7A1Z6",-79.81039140000001,43.7026092,House,4.0,4 + 1,2.0,22.64 x 101.37 FT ; Irr: Pie Shape- North 127.73- East 71.07,ROYAL LEPAGE REAL ESTATE PROFESSIONALS,4.0,1,2295.016800000001,Brampton West / Brampton-Ouest
W4507981,L7A2M1,669000.0,Single Family,"48 OAKMEADOW DR|Brampton, Ontario L7A2M1",-79.83135940000003,43.7040449,House,2.0,3,2.0,24.41 x 99.9 FT ; Pie Shape- 60 Ft Wide At Rear,REAL MAX REALTY SERVICES INC.,3.0,0,2438.5589999999997,Brampton West / Brampton-Ouest
W4504957,L6X3L7,689000.0,Single Family,"3 ECCLESTONE DR|Brampton, Ontario L6X3L7",-79.781867,43.698071,House,4.0,3 + 1,2.0,60.94 x 117.64 FT ; Narrows To Rear,CENTURY 21 EMPIRE REALTY INC,3.0,1,7168.9816,Brampton West / Brampton-Ouest
W4504932,L6W1Z5,569900.0,Single Family,"96 JOHN ST|Brampton, Ontario L6W1Z5",-79.75607070000002,43.6883086,House,2.0,4,2.0,98 x 75 FT,REAL CITY REALTY INCORPORATED,4.0,0,7350.0,Brampton South / Brampton-Sud
W4501667,L7A4E1,969900.0,Single Family,"25 HAVERSTOCK CRES|Brampton, Ontario L7A4E1",-79.85556729999998,43.6975375,House,3.0,4,2.0,38.06 x 88.58 FT,RE/MAX REAL ESTATE CENTRE INC.,4.0,0,3371.3548,Brampton West / Brampton-Ouest
W4500800,L6Y5H3,1799000.0,Single Family,"76 CLASSIC DR|Brampton, Ontario L6Y5H3",-79.7884988,43.6533589,House,5.0,5,2.0,49.87 x 114.83 FT ; Executive Home,HOMELIFE/MIRACLE REALTY LTD,5.0,0,5726.5720999999985,Brampton South / Brampton-Sud
W4497874,L6X1C8,799000.0,Single Family,"92 NELSON ST W|Brampton, Ontario L6X1C8",-79.766995,43.682503999999994,House,3.0,3 + 1,2.0,53.44 FT ; Fully Renovated With In-Law-Suite,ROYAL LEPAGE CREDIT VALLEY REAL ESTATE,3.0,1,,Brampton South / Brampton-Sud
W4494734,L6X2K8,649900.0,Single Family,"67 FLOWERTOWN AVE|Brampton, Ontario L6X2K8",-79.783835,43.6778471,House,2.0,4,,38 x 90 FT,HOMELIFE/MIRACLE REALTY LTD,4.0,0,3420.0,Brampton West / Brampton-Ouest
W4491971,L6Y1R8,1965000.0,Single Family,"143 ELIZABETH ST S|Brampton, Ontario L6Y1R8",-79.75225,43.676856,House,3.0,4 + 1,2.0,137.9 x 260 FT   ; 1 Acre-137' S X 260' E X 300' W Approx|1/2 - 1.99 acres,RE/MAX REALTY SERVICES INC.,4.0,1,35854.0,Brampton South / Brampton-Sud
W4464607,L6Y5T7,1249000.0,Single Family,"55 ELMCREST DR|Brampton, Ontario L6Y5T7",-79.772607,43.6580348,House,5.0,4 + 1,2.0,90.6 x 43.73 FT,PURPLEBRICKS,4.0,1,3961.938,Brampton South / Brampton-Sud
W4448395,L6X4T3,989786.0,Single Family,"12 WHITEWASH WAY|Brampton, Ontario L6X4T3",-79.8001901,43.6838606,House,4.0,4 + 3,2.0,40.03 x 109.91 FT,ROYAL STAR REALTY INC.,4.0,3,4399.6973,Brampton West / Brampton-Ouest
W4447239,L6W1M5,649900.0,Single Family,"29 GOLDING AVE|Brampton, Ontario L6W1M5",-79.74196490000001,43.682688,House,2.0,3 + 1,1.0,53.45 x 104.74 FT,RE/MAX REAL ESTATE CENTRE INC.,3.0,1,5598.353,Brampton South / Brampton-Sud
W4441936,L6Y2C7,1990000.0,Single Family,"104 MCLAUGHLIN RD S|Brampton, Ontario L6Y2C7",-79.7631193,43.6709041,House,2.0,3 + 2,1.0,165 x 235 FT|1/2 - 1.99 acres,HOMELIFE/MIRACLE REALTY LTD,3.0,2,38775.0,Brampton South / Brampton-Sud
W4439545,L6X4X2,664900.0,Single Family,"43 MELISSA CRT|Brampton, Ontario L6X4X2",-79.805786,43.682402,House,2.0,3,2.0,32.5 x 106.59 FT ; No Neighbours Behind,CENTURY 21 BEST SELLERS LTD.,3.0,0,3464.175,Brampton West / Brampton-Ouest
